statement,label,statement_rephrased,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Fushun is in China and that the city of Comilla is in Bangladesh.,1,"It is true that the city known as Fushun is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Comilla is located within the national borders of the country known as Bangladesh.",The city of Fushun is in China.,1,Fushun,China,China,The city of Comilla is in Bangladesh.,1,Comilla,Bangladesh,Bangladesh
It is the case both that the city of Mersin is in Turkey and that the city of Luzhou is in China.,1,"It is true that the city known as Mersin is geographically situated within the territorial boundaries of the country called Turkey, and simultaneously, it is also the case that the city identified as Luzhou is located within the national borders of the country known as China.",The city of Mersin is in Turkey.,1,Mersin,Turkey,Turkey,The city of Luzhou is in China.,1,Luzhou,China,China
It is the case both that the city of Guankou is in China and that the city of Xiangtan is in China.,1,"It is true that the city known as Guankou is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Xiangtan is located within the same national borders, meaning that both Guankou and Xiangtan are cities that exist within the country of China.",The city of Guankou is in China.,1,Guankou,China,China,The city of Xiangtan is in China.,1,Xiangtan,China,China
It is the case both that the city of Pune is in India and that the city of Sarajevo is in Bosnia and Herzegovina.,1,"It is true that the city known as Pune is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Sarajevo is situated within the national borders of the country known as Bosnia and Herzegovina.",The city of Pune is in India.,1,Pune,India,India,The city of Sarajevo is in Bosnia and Herzegovina.,1,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina
It is the case both that the city of Ouagadougou is in Burkina Faso and that the city of Santiago de los Caballeros is in the Dominican Republic.,1,"It is true that the city known as Ouagadougou is geographically situated within the territorial boundaries of the country called Burkina Faso, and simultaneously, it is also the case that the city identified as Santiago de los Caballeros is located within the national borders of the country known as the Dominican Republic, meaning that Ouagadougou is a city that exists within Burkina Faso and Santiago de los Caballeros is a city that exists within the Dominican Republic.",The city of Ouagadougou is in Burkina Faso.,1,Ouagadougou,Burkina Faso,Burkina Faso,The city of Santiago de los Caballeros is in the Dominican Republic.,1,Santiago de los Caballeros,Dominican Republic,Dominican Republic
It is the case both that the city of Tyumen is in Russia and that the city of Quebec is in Canada.,1,"It is true that the city known as Tyumen is geographically situated within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Quebec is located within the national borders of the country known as Canada.",The city of Tyumen is in Russia.,1,Tyumen,Russian Federation,Russian Federation,The city of Quebec is in Canada.,1,Quebec,Canada,Canada
It is the case both that the city of Novokuznetsk is in Russia and that the city of Weinan is in China.,1,"It is true that the city known as Novokuznetsk is geographically situated within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Weinan is located within the national borders of the country known as China.",The city of Novokuznetsk is in Russia.,1,Novokuznetsk,Russian Federation,Russian Federation,The city of Weinan is in China.,1,Weinan,China,China
It is the case both that the city of Hegang is in China and that the city of Ahvaz is in Iran.,1,"It is true that the city known as Hegang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Ahvaz is situated within the national borders of the country known as Iran.",The city of Hegang is in China.,1,Hegang,China,China,The city of Ahvaz is in Iran.,1,Ahvaz,"Iran, Islamic Rep. of","Iran, Islamic Rep. of"
It is the case both that the city of Winnipeg is in Canada and that the city of Stockholm is in Sweden.,1,"It is true that the city known as Winnipeg is geographically situated within the territorial boundaries of the country called Canada, and simultaneously, it is also the case that the city identified as Stockholm is located within the national borders of the country known as Sweden.",The city of Winnipeg is in Canada.,1,Winnipeg,Canada,Canada,The city of Stockholm is in Sweden.,1,Stockholm,Sweden,Sweden
It is the case both that the city of Cotonou is in Benin and that the city of Jiujiang is in China.,1,"It is true that the city known as Cotonou is geographically located within the territorial boundaries of the country called Benin, and simultaneously, it is also the case that the city identified as Jiujiang is situated within the national borders of the country known as China.",The city of Cotonou is in Benin.,1,Cotonou,Benin,Benin,The city of Jiujiang is in China.,1,Jiujiang,China,China
It is the case both that the city of Warri is in Nigeria and that the city of Mandalay is in Myanmar.,1,"It is true that the city known as Warri is geographically situated within the territorial boundaries of the country called Nigeria, and simultaneously, it is also the case that the city identified as Mandalay is located within the national borders of the country known as Myanmar.",The city of Warri is in Nigeria.,1,Warri,Nigeria,Nigeria,The city of Mandalay is in Myanmar.,1,Mandalay,Myanmar,Myanmar
